title~views~since_upload~link
Buzzy Buzzy Bees | Save the Bees | Climate Change | Save the Environment | Pinkfong Songs for Kids~3,238,388~1 year ago 2 minutes, 56 seconds~https://www.youtube.com/watch?v=3DXT7Y8A8H1d0
[BEST] Wheels on the Bus and more! | Kids' favorite car &amp; bus compilation | Pinkfong Vehicle songs~8,392,889~1 year ago 1 hour~https://www.youtube.com/watch?v=3DSg3UoDHM3s4
Learn Colors with Baby Shark | Let's Rescue William! | Baby Shark 3D | Pinkfong Colors for kids~18,277,217~1 year ago 3 minutes, 30 seconds~https://www.youtube.com/watch?v=3DRpibk3dRYuU
Pinkfong for TV =F0=9F=93=BA | Now Watch Pinkfong=E2=80=99s YouTube Channel longer on TV | Best Kids Songs~11,297,545~1 year ago 33 seconds~https://www.youtube.com/watch?v=3DrzWSHjmsvKE
=F0=9F=99=89=F0=9F=8D=8CMonkey Banana Dance and more! | Kids Rhymes &amp; Songs &amp; Dance Compilation | Pinkfong songs for Kids~6,990,675~1 year ago 43 minutes~https://www.youtube.com/watch?v=3DAECQc6DaAng
[4K] Wash My Hair Together! | Dance Along | Healthy Habits | Pinkfong Videos for Children~374,414~1 year ago 1 minute, 27 seconds~https://www.youtube.com/watch?v=3DwEfsczA7mM4
Take Special Care of your belongings! | Healthy Habits for Kids | Good Manner | Pinkfong Kids Songs~606,189~1 year ago 2 minutes, 37 seconds~https://www.youtube.com/watch?v=3DPx7tMlOck2k
The Scary Mr. Greenhouse Gas! | Climate Change | Save the Environment | Pinkfong Songs for Kids~1,151,976~1 year ago 2 minutes, 54 seconds~https://www.youtube.com/watch?v=3DMhS9FNdcgLU
[4k] Let's Dance Along together! | Kids' Favorite Nursery Rhymes Collection | Pinkfong Dance Series~780,469~1 year ago 15 minutes~https://www.youtube.com/watch?v=3D9zKH-3nAaD4
Baby Shark Robot Version | Nursery Rhymes | Pinkfong Songs for Children  @BabyShark~885,658~1 year ago 2 minutes, 9 seconds~https://www.youtube.com/watch?v=3DITRtVEysA9k
Fidget Trading with Baby Shark | Play with Toys | Hoi's Playground | Pinkfong Videos for Children~838,412~1 year ago 8 minutes, 48 seconds~https://www.youtube.com/watch?v=3D3g6Fs5vUTeU
[=E2=9C=A8NEW] =F0=9F=8E=8910 Billion Views=F0=9F=8F=86 and Beyond! | Baby Shark, the Galaxy-wide star=E2=AD=90=EF=B8=8F | Pinkfong songs for Kids~1,588,326~1 year ago 2 minutes, 49 seconds~https://www.youtube.com/watch?v=3D9EItgW1U3zQ
Baby Shark More and More! | Best Baby Shark Songs ONLY | Pinkfong Songs for Kids~29,421,874~1 year ago 31 minutes~https://www.youtube.com/watch?v=3DQBmnb-E7pTA
[4K] Wash Your Hands |  Dance Along | Healthy Habits | Pinkfong Videos for Children~422,494~1 year ago 1 minute, 25 seconds~https://www.youtube.com/watch?v=3Dvx-6Lxyib7E
It's time to go to School! | Magic word, Alligator! | Kids Healthy Habits | Pinkfong Songs for Kids~525,803~1 year ago 2 minutes, 54 seconds~https://www.youtube.com/watch?v=3DssnBDyYeoL4
Precious Foods | Don't Leave Your Food |  Save the Environment | Pinkfong Songs for Kids~439,332~1 year ago 2 minutes, 30 seconds~https://www.youtube.com/watch?v=3DIv5cs5n4698
Baby Shark Dance | Celebrate 10 Billion Views! =F0=9F=8F=86|  Most Viewed on YouTube | Pinkfong Songs for Kids~23,958,276~1 year ago 1 hour, 40 minutes~https://www.youtube.com/watch?v=3Ds8nCo3RtqRE
Drop the Beat, Baby Shark! | Nursery Rhymes | Pinkfong Songs for Kids @BabyShark~4,804,650~1 year ago 3 minutes, 35 seconds~https://www.youtube.com/watch?v=3DJZ6uEKCzCOY
Let's Wash The Car with Pinkfong! | Car Town | Pinkfong Baby Shark Car Videos for Children~22,681,615~1 year ago 9 minutes, 28 seconds~https://www.youtube.com/watch?v=3DfeCdadwfZ2U
Police Car, Yellow Bus and more =F0=9F=9A=8C | Best Car Songs | Pinkfong Songs for Children~679,299~1 year ago 30 minutes~https://www.youtube.com/watch?v=3DfjqaChiiQ-E
[4K] Brush Your Teeth =F0=9F=A6=B7 | Dance Along | Healthy Habits | Pinkfong Videos for Children~324,911~1 year ago 1 minute, 33 seconds~https://www.youtube.com/watch?v=3DfLk4PVjhvpc
My Lunch Box =F0=9F=A5=AA | Healthy Habits for Kids | Good Manner Songs | Pinkfong Songs for Children~725,523~1 year ago 2 minutes, 38 seconds~https://www.youtube.com/watch?v=3DvTUoR7AYt0M
Baby Shark's Garbage Truck =F0=9F=9A=9B| Climate Change | Save the Environment | Pinkfong Songs for Kids~494,937~1 year ago 3 minutes, 5 seconds~https://www.youtube.com/watch?v=3Dz2GQM2V7u6w
Patrol Pals to the Rescue | Car Songs | Pinkfong Songs for Kids~829,001~1 year ago 2 minutes, 31 seconds~https://www.youtube.com/watch?v=3DYtnrjVruG44
The Little Tiny Ant =F0=9F=90=9C and more I Farm Animals | Animal Songs | Pinkfong Nursery Rhymes for Kids~2,259,792~1 year ago 30 minutes~https://www.youtube.com/watch?v=3DA5O4dAkyVmg
Our Hearts Together =F0=9F=92=97 | Pinkfong X Ministry of Unification | Pinkfong Songs for Kids~901,167~1 year ago 1 minute, 54 seconds~https://www.youtube.com/watch?v=3D2yviLWMV42M
Baby Shark (Jungle Adventure ver.) | Nursery Rhymes | Pinkfong Songs for Kids  @BabyShark~8,042,871~1 year ago 3 minutes, 27 seconds~https://www.youtube.com/watch?v=3DjKJUyYlY2gE
Baby Shark and Pinkfong's Winter Vacation | Healthy Habits | +Compilation | Pinkfong Songs for Kids~2,647,560~1 year ago 1 hour~https://www.youtube.com/watch?v=3DwlKVReDCHMw
Baby Shark vs Plastic Animals | Climate Change | Save the Environment | Pinkfong Songs for Kids~711,947~1 year ago 2 minutes, 58 seconds~https://www.youtube.com/watch?v=3DrXYVdrPdjEo
Who Am I? | Dance Along | Animal Song | Pinkfong Videos for Children~412,519~1 year ago 1 minute, 22 seconds~https://www.youtube.com/watch?v=3D02DXCpNdN30
Public Space Rangers  | Healthy Habits for Kids | Public Manners Songs | Pinkfong Songs for Kids~519,647~1 year ago 2 minutes, 33 seconds~https://www.youtube.com/watch?v=3DjzuvyGP2aMc
Happy New Year, Baby Shark =F0=9F=8E=88| Celebrate with Monkey and Friends |  Pinkfong Songs for Children~2,974,459~1 year ago 32 minutes~https://www.youtube.com/watch?v=3DYHYz5JnUWrA
Best Pinkfong &amp; Baby Shark Stories 2021 | Dinosaur and more | Pinkfong Stories for Kids~18,285,531~1 year ago 1 hour, 39 minutes~https://www.youtube.com/watch?v=3DGSsQDcTtIxI
Sing and Dance with Baby Shark and Monkey | 3D Special | Pinkfong Songs for Children~4,267,373~1 year ago 30 minutes~https://www.youtube.com/watch?v=3DlMhaHjiSV-E
Baby Shark X Fiona Sit | Baby Shark Dance Remix | Pinkfong Songs for Kids~564,870~1 year ago 1 minute, 37 seconds~https://www.youtube.com/watch?v=3Dwjw4ivk2Z4w
(4K) Move Like the Dinosaurs |  Kids Choreography | Performance Video | Pinkfong Kids Pop Dance~512,301~1 year ago 1 minute, 9 seconds~https://www.youtube.com/watch?v=3DwpZZFXC2V2s
Colorful Baby Shark =F0=9F=A6=88 | Hoi's Playground | Learn Colors | Dance Along | Pinkfong Songs for Kids~22,833,297~1 year ago 4 minutes, 41 seconds~https://www.youtube.com/watch?v=3D9Wi09NDvbQ4
Aaron Kwok X Baby Shark | Save the Environment! | =E5=A4=A9=E7=8E=8B=E7=89=88BabyShark=F0=9F=A6=88 | Pinkfong Songs for Kids~751,322~1 year ago 43 seconds~https://www.youtube.com/watch?v=3DoTzQcKGnKUg
Indoor Playground Hide and Seek with the Shark Family | Baby Shark Story | Pinkfong Cartoon for Kids~1,155,651~1 year ago 5 minutes, 54 seconds~https://www.youtube.com/watch?v=3DmTIeWCBqeFQ
Guess Who Gave the Presents! | Pinkfong Christmas Stories for Kids @PinkfongBaby~325,021~1 year ago 46 seconds~https://www.youtube.com/watch?v=3DeEG3LO6WMn4
=F0=9F=8E=84Baby Shark Dance (Christmas ver.) and more | Best Christmas Songs | Pinkfong TV Special~1,696,389~1 year ago 1 hour, 21 minutes~https://www.youtube.com/watch?v=3DxKns4Zl3A54
Still... It's Christmas! | Pinkfong Christmas Stories for Kids  @PinkfongBaby~265,398~1 year ago 55 seconds~https://www.youtube.com/watch?v=3DWshZ3ck-9r4
Baby Shark, It's Cold Outside =F0=9F=8E=84| Carols |  Christmas Songs for Kids |  Pinkfong Christmas Playlist~1,575,924~1 year ago 1 hour, 3 minutes~https://www.youtube.com/watch?v=3D_Ao-bHFhuFc
All I Want for Christmas is Pinkfong | Christmas Songs for Kids =F0=9F=8E=84| Baby Shark 3D Special~925,474~1 year ago 1 hour, 3 minutes~https://www.youtube.com/watch?v=3DEf_pgkfXgp4
[NEW] We'll Always Be Friends~2,379,160~1 year ago 12 minutes, 36 seconds~https://www.youtube.com/watch?v=3D89ZAxtC7AjI
[4K] Shark Cantata =F0=9F=8E=84 | Christmas Dance for Kids |  Kids Choreography | Kids Pop Dance~633,436~1 year ago 2 minutes, 7 seconds~https://www.youtube.com/watch?v=3DZtE0Fi5iNYs
Jungle Bell Rock =F0=9F=8E=84 | Christmas Songs for Kids |  Monkey and T-rex | Pinkfong Christmas Playlist~1,465,664~1 year ago 1 hour~https://www.youtube.com/watch?v=3D2IKaaLk33Zg
Hide and Seek Christmas Presents and Baby Shark =F0=9F=8E=84| Pinkfong Carols | Christmas Songs for Kids~311,784~1 year ago 3 minutes, 34 seconds~https://www.youtube.com/watch?v=3DlnTCw-rpaTk
A Day in Staria~1,524,190~1 year ago 12 minutes, 5 seconds~https://www.youtube.com/watch?v=3DwbTBm5syKyQ
[New Features] Baby Shark Pizza Game~430,223~1 year ago 1 minute~https://www.youtube.com/watch?v=3DPhXgOCN5fWA
Baby Shark in Winter Time  | Christmas Songs | Pinkfong Songs for Kids @BabyShark~695,874~1 year ago 3 minutes, 26 seconds~https://www.youtube.com/watch?v=3Doo1w8Wm5IFA
Santa Shark is Coming to Town =F0=9F=8E=84 | Best Christmas Songs for Kids | Pinkfong Clay Animation~1,219,282~1 year ago 1 hour, 1 minute~https://www.youtube.com/watch?v=3DgY9ao_Q9fXc
Hogi's Big Secret~1,207,147~1 year ago 12 minutes, 44 seconds~https://www.youtube.com/watch?v=3D6N98L1BPuM8
Special Christmas Presents with Baby Shark =F0=9F=8E=84| Pinkfong Carols | Christmas Songs for Kids~390,164~1 year ago 3 minutes, 45 seconds~https://www.youtube.com/watch?v=3D4wBQrP3-Y0s
[4K] We Wish You a Merry Christmas =F0=9F=8E=84 | Christmas Dance for Kids |  Pinkfong Kids Choreography~498,764~1 year ago 1 minute, 55 seconds~https://www.youtube.com/watch?v=3D1nouqd4Qjh4
=F0=9F=8E=84Peekaboo! Baby Shark Babysits on Christmas and more | Christmas Songs for Kids | Pinkfong~2,126,087~1 year ago 59 minutes~https://www.youtube.com/watch?v=3DEoeYTYG_uDc
=F0=9F=8E=84Peekaboo! Baby Shark Babysits on Christmas | Christmas Story | Pinkfong Christmas Stories for Kids~614,140~1 year ago 5 minutes, 52 seconds~https://www.youtube.com/watch?v=3DW3ZjWp0uT6Q
The Most Fantastic Flute Sound~1,394,581~1 year ago 12 minutes, 41 seconds~https://www.youtube.com/watch?v=3DJbbIv0FzsqU
Baby Shark | Human Rights Day Special | Baby Shark's Be Yourself Day @BabyShark~1,609,858~1 year ago 3 minutes, 26 seconds~https://www.youtube.com/watch?v=3DNdB-Yu5irTI
I Can Do Everything! | Celebrate Human Rights Day with Baby Shark | Pinkfong Songs for Children~1,527,829~1 year ago 59 minutes~https://www.youtube.com/watch?v=3DcubOM4hqcNY
The Missing Cake~1,183,690~1 year ago 12 minutes, 27 seconds~https://www.youtube.com/watch?v=3DQ7zBWBmjGkM
Christmas Shark Family Elves =F0=9F=8E=84 | Christmas Songs for Kids | Pinkfong Carols | Baby Shark Songs~532,728~1 year ago 3 minutes, 29 seconds~https://www.youtube.com/watch?v=3DEQ8kjClyxA4
[4K] Baby Shark Dance (Christmas Ver.) =F0=9F=8E=84| Christmas Dance for Kids | Pinkfong Kids Choreography~666,405~1 year ago 1 minute, 47 seconds~https://www.youtube.com/watch?v=3Dwc4BwhkTKSs
=F0=9F=94=B4 Red-Nosed  Baby Shark Special |  Christmas Songs for Kids | Christmas Playlist | Baby Shark Songs~1,246,027~1 year ago 1 hour~https://www.youtube.com/watch?v=3DNtcuHbjoW5w
Poki-Fong~1,523,380~1 year ago 12 minutes, 26 seconds~https://www.youtube.com/watch?v=3DDo9m4GqiTtg
12 Days of Christmas =F0=9F=8E=84| Baby Shark Pinkfong Carols | Christmas Songs for Kids |  Baby Shark Songs~2,030,486~1 year ago 4 minutes, 10 seconds~https://www.youtube.com/watch?v=3DX99klxMRpzU
Best Christmas with Baby Shark! =F0=9F=8E=84| Pre-release | Christmas Songs for Kids  | 2021 Holiday Special~1,557,134~1 year ago 30 minutes~https://www.youtube.com/watch?v=3D5cFoG8fWOG4
The Last Petal~1,472,106~1 year ago 12 minutes, 40 seconds~https://www.youtube.com/watch?v=3D0gEnWivgDf4
I Want to Grow Up Fast! =F0=9F=90=B5|  Forever Your Child | Healthy Habits for Kids | Pinkfong Songs for Kids~321,278~1 year ago 1 minute, 38 seconds~https://www.youtube.com/watch?v=3D5Ly0zeEm0ms
(4K) It's Tyrannosaurus Rex =F0=9F=A6=96 | Kids Choreography | Performance Video | Pinkfong Kids Pop Dance~427,912~1 year ago 1 minute, 37 seconds~https://www.youtube.com/watch?v=3DIisGAsnO25g
Christmas with Baby Shark &amp; Pinkfong 2021=F0=9F=8E=84| Christmas Songs for Kids | Carols | Pinkfong TV Special~2,862,299~1 year ago 1 hour, 20 minutes~https://www.youtube.com/watch?v=3DP3fynK9B8mM
The Mystery of the Flags~1,460,699~1 year ago 12 minutes, 28 seconds~https://www.youtube.com/watch?v=3D2cT3hUQVSBs
Baby Shark (Monster Truck ver.) =F0=9F=8F=8E=EF=B8=8F | Nursery Rhymes | Pinkfong Songs for Kids @BabyShark~8,622,821~1 year ago 2 minutes, 26 seconds~https://www.youtube.com/watch?v=3D9ILJ4SqEq4c
Thank you Baby Shark! =F0=9F=91=A8=E2=80=8D=F0=9F=91=A9=E2=80=8D=F0=9F=91=A7 | Family Thanksgiving Songs  | Pinkfong Songs for Children~952,177~1 year ago 31 minutes~https://www.youtube.com/watch?v=3DcNlNXImosQw
[App Trailer] Baby Shark Pizza Game~268,003~1 year ago 30 seconds~https://www.youtube.com/watch?v=3Dd8j3X1j36MA
Finding A Best Friend~1,752,909~1 year ago 12 minutes, 7 seconds~https://www.youtube.com/watch?v=3D7256sKc5bfM
Five Little Animals Dancing on the Farm =F0=9F=90=BD |  Pinkfong's Farm Animals  |  Pinkfong Songs for Children~3,954,408~1 year ago 3 minutes, 57 seconds~https://www.youtube.com/watch?v=3DO-UZTbNvK34
Learn the ABCs with Animal Puzzles =F0=9F=90=BB  @PinkfongPlayground~345,168~1 year ago 28 minutes~https://www.youtube.com/watch?v=3DsjooWQB0Uj4
I'm Scared of the Dentist! =F0=9F=A6=B7 | Curious Detectives and more | Job Songs | Pinkfong Songs for Children~3,276,182~1 year ago 28 minutes~https://www.youtube.com/watch?v=3DLHZAwE0nOAM
Samba nana =F0=9F=8C=B4 | Kids Choreography | Performance Video | Pinkfong Kids Pop Dance~1,703,344~1 year ago 2 minutes, 1 second~https://www.youtube.com/watch?v=3D4BPoLsm3r1c
Happy Baby Shark and Animal Friends =F0=9F=8E=88 | Celebrate World Children's Day | Pinkfong Songs for Children~6,276,633~1 year ago 1 hour~https://www.youtube.com/watch?v=3DWT9UwvQBJvQ
It's A Monster~2,109,155~1 year ago 12 minutes, 8 seconds~https://www.youtube.com/watch?v=3Dn7-p5df3IAE
Learn Numbers with Dinosaurs Jumping on the Bed @PinkfongPlayground~256,787~1 year ago 17 minutes~https://www.youtube.com/watch?v=3DB0xFlFACkVU
Baby Shark (Detective ver.) =F0=9F=94=8D| Nursery Rhymes | Pinkfong Songs for Children @BabyShark~5,515,864~1 year ago 3 minutes, 18 seconds~https://www.youtube.com/watch?v=3DiuG1rhVdH50
[NEW] Baby Shark Pizza Game~198,469~1 year ago 46 seconds~https://www.youtube.com/watch?v=3DfuDxLIK_j9g
Say Hello with Pinkfong  =E2=9C=8B| Healthy Habits for Kids | Pinkfong Songs for Children~321,079~1 year ago 1 minute, 33 seconds~https://www.youtube.com/watch?v=3D72Ezw4fj7Yw
Baker Says Sorry~2,333,377~1 year ago 12 minutes, 42 seconds~https://www.youtube.com/watch?v=3DN8QOiS3wg3s
The Singing Frog =F0=9F=92=9A | Pinkfong's Farm Animals | Nursery Rhymes | Pinkfong Songs for Children~490,027~1 year ago 3 minutes, 30 seconds~https://www.youtube.com/watch?v=3DGDku-BEGuNc
Twist Saurus =F0=9F=92=83=F0=9F=8F=BB | Kids Choreography | Performance Video | Pinkfong Kids Pop Dance~665,614~1 year ago 1 minute, 52 seconds~https://www.youtube.com/watch?v=3DHTzoF2-gG3k
Join the Super Rescue Team =F0=9F=9A=97 | Best Car and Bus Songs | Pinkfong Songs for Children~672,345~1 year ago 1 hour~https://www.youtube.com/watch?v=3DsQe8nZSPzek
Blazing Turtle Finn~3,054,178~1 year ago 12 minutes, 35 seconds~https://www.youtube.com/watch?v=3DOIqqihk_5T8
Baby Shark (City ver.)  =F0=9F=8E=89 |  Nursery Rhymes | Pinkfong Songs for Children @BabyShark~2,557,878~1 year ago 2 minutes, 10 seconds~https://www.youtube.com/watch?v=3DUpp0IPSIAQ0
Let's Make Dessert with Pinkfong =F0=9F=8E=82 | +Compilation | Clay Bakery | Pinkfong Clay Time~937,786~1 year ago 20 minutes~https://www.youtube.com/watch?v=3Dg4gPvBZknIE
Don't Hold It In =F0=9F=92=A9| Healthy Habits for Kids | Pinkfong Songs for Children~4,959,148~1 year ago 2 minutes, 3 seconds~https://www.youtube.com/watch?v=3DTxAUDBZc5bA
Baby Shark (K-POP Remix) | Baby Shark X ZEPETO | Pinkfong~1,962,739~1 year ago 1 minute, 59 seconds~https://www.youtube.com/watch?v=3DFwkuw7BNmmE
Taking Care of Quacki~4,774,312~1 year ago 12 minutes, 28 seconds~https://www.youtube.com/watch?v=3DSahHZcVTGjA
Learn Numbers with Pinkfong and Savanna Animals =F0=9F=90=AF@PinkfongPlayground~322,400~1 year ago 19 minutes~https://www.youtube.com/watch?v=3DPHRMBzsTEyI
Story of Mr. Cat =F0=9F=98=B8| Pinkfong's Farm Animals | Nursery Rhymes | Pinkfong Songs for Children~871,123~1 year ago 3 minutes, 23 seconds~https://www.youtube.com/watch?v=3DO7gimytTU-Q
Da Da Land=F0=9F=92=83=F0=9F=8F=BB | Party Train | Kids Choreography | Performance Video | Pinkfong Kids Pop Dance~467,843~1 year ago 1 minute, 58 seconds~https://www.youtube.com/watch?v=3DXDDmXx06PlI
Bath Time Song =F0=9F=9B=81 | Baby Shark Toy | Toy Review | Pinkfong Songs for Children~437,167~1 year ago 1 minute, 40 seconds~https://www.youtube.com/watch?v=3DsGHOkPtLL3U
Monkey Got a Boo-Boo =F0=9F=90=B5 =F0=9F=8F=A5 | First Aid Song and more | Pinkfong Safety Songs | Pinkfong Songs for Kids~31,131,427~1 year ago 1 hour~https://www.youtube.com/watch?v=3DUSwDXj2k6EE
Baby Shark Song with Collectible Figures =F0=9F=8C=8A | Baby Shark Toy | Toy Review | Pinkfong Songs for Kids~1,186,235~1 year ago 1 minute, 48 seconds~https://www.youtube.com/watch?v=3D1czQL9o-pTc
Baby Shark (Jazz ver.) =F0=9F=8E=BA =F0=9F=8E=B9| Nursery Rhymes | Pinkfong Songs for Children @BabyShark~3,051,783~1 year ago 3 minutes, 29 seconds~https://www.youtube.com/watch?v=3Do-buyyy1W8U
Learn Colors with Hungry Hogi @PinkfongPlayground~387,317~1 year ago 22 minutes~https://www.youtube.com/watch?v=3Di_bwfwaU4GY
=F0=9F=90=A3 Little Chicks Say =F0=9F=8E=B5 | Pinkfong's Farm Animals | Nursery Rhymes | Pinkfong Songs for Children~284,228~1 year ago 3 minutes~https://www.youtube.com/watch?v=3DcIllSVTZ-Hw
Monkey Banana and more =F0=9F=99=88=F0=9F=99=89 |  Animal Songs | Pinkfong Songs for Children~1,556,995~1 year ago 31 minutes~https://www.youtube.com/watch?v=3DtUxNWV1Zx74
=F0=9F=90=B5 The Search for Baby Monkey's Family! | Animal Songs | Animal Cartoon | Pinkfong Songs for Children~456,536~1 year ago 8 minutes, 4 seconds~https://www.youtube.com/watch?v=3DFNpvPvlhUJI
Day of the Dead Special =F0=9F=92=80 | Chumbala and Cachumbala | Baby Shark Halloween | Pinkfong Songs for Kids~753,648~1 year ago 22 minutes~https://www.youtube.com/watch?v=3Du4PPjBQuxM8
=F0=9F=8E=83 =F0=9F=91=BB Best Halloween Songs =F0=9F=91=BB =F0=9F=8E=83  | Baby Shark Dance (Halloween Ver.) and more | Pinkfong Songs for Kids~3,735,440~1 year ago 1 hour, 4 minutes~https://www.youtube.com/watch?v=3DRpyDTNNL8BU
=E2=98=A0=EF=B8=8FChumbala Cachumbala (Skeleton Pirates ver.)  | Baby Shark Halloween | Pinkfong Songs for Children~1,380,662~1 year ago 3 minutes, 9 seconds~https://www.youtube.com/watch?v=3DK78CZwxeWTo
Halloween Finger Family with Pinkfong and Friends@PinkfongPlayground~480,728~1 year ago 10 minutes, 18 seconds~https://www.youtube.com/watch?v=3DFnwCmItmrrw
Baby Shark's Guess Who?=F0=9F=A5=87| Scary Face Contest | Sing Along with Baby Shark | Pinkfong Songs for Kids~7,158,831~1 year ago 3 minutes, 13 seconds~https://www.youtube.com/watch?v=3D7VhmaHe1fjQ
Hide and seek with the Shark family =F0=9F=A6=88 (Scary ver.) |  Baby Shark Story | Pinkfong Songs for Children~20,623,450~1 year ago 5 minutes, 50 seconds~https://www.youtube.com/watch?v=3DC6drApPJzOI
Baby Shark Dance (Halloween ver.) and more =F0=9F=91=BB=F0=9F=8E=83 | Halloween Dance Along | Pinkfong Dance for Kids~723,269~1 year ago 20 minutes~https://www.youtube.com/watch?v=3D9wWCFQaCfe8
Baby Shark's Nightmare=F0=9F=91=BB | Spooky Sea Monster | Sing Along with Baby Shark | Pinkfong Songs for Kids~8,080,482~1 year ago 3 minutes, 15 seconds~https://www.youtube.com/watch?v=3DBD1z0b57rzw
Spooky Baby Shark Family =F0=9F=91=BB | Go Away, Monster! and more | Halloween Songs | Pinkfong Songs for Kids~38,753,063~1 year ago 12 minutes, 19 seconds~https://www.youtube.com/watch?v=3D9JELbXIA2BQ
Do the Witch Dance! =F0=9F=8E=83=F0=9F=A7=B9| Halloween Spooky Dance | Halloween Songs | Pinkfong Songs for Children~436,412~1 year ago 1 minute, 35 seconds~https://www.youtube.com/watch?v=3DO9Qi9-efDZk
[4K] Halloween Costume Party =F0=9F=91=BB=F0=9F=A7=9B=F0=9F=8E=83| Halloween Song | Dance Along | Pinkfong Videos for Kids~4,591,508~1 year ago 2 minutes, 9 seconds~https://www.youtube.com/watch?v=3DtgWC4fwMHSM
Best Halloween Stories for Children =F0=9F=8E=83 | Halloween Story Time | +Playlist | Pinkfong Stories for Kids~492,812~1 year ago 40 minutes~https://www.youtube.com/watch?v=3DbRo_5P9uQ50
Chumbala Cachumbala Dance  =F0=9F=8E=83=F0=9F=92=80 | Halloween Song | Dance Along | Pinkfong Videos for Kids~44,066,012~1 year ago 2 minutes, 56 seconds~https://www.youtube.com/watch?v=3DuY_C1JFK3dk
Pinkfong Wonderstar is back! | Pinkfong Wonderstar | Official Trailer |  YouTube Originals~3,736,646~1 year ago 1 minute, 2 seconds~https://www.youtube.com/watch?v=3DHRJZ-v5Pzpk
Trick or Treat with Baby Shark  =F0=9F=8E=83=F0=9F=91=BB=F0=9F=8D=AC  | Go Away Monster and more | Halloween Pinkfong Songs for Kids~7,062,733~1 year ago 20 minutes~https://www.youtube.com/watch?v=3DbIGI_ZiHvPU
Monster Shuffle Party =F0=9F=98=88=F0=9F=A5=B3 | Halloween Story Time | Pinkfong Stories for Children~378,562~1 year ago 6 minutes, 30 seconds~https://www.youtube.com/watch?v=3DFcB2Ndok1co
Architect, Baker, Cashier and more |  Job Songs for Kids | Job ABCs | Pinkfong Songs for Kids~518,692~1 year ago 3 minutes, 32 seconds~https://www.youtube.com/watch?v=3Dv6-c_jP5_vo
[4K] Baby Shark Dance (Halloween Ver.)=F0=9F=8E=83=F0=9F=8E=B6 | Halloween Song | Dance Along | Pinkfong Videos for Kids~2,807,702~1 year ago 1 minute, 52 seconds~https://www.youtube.com/watch?v=3DaGPM2FqIhvE
Don't Cry Little Baby Shark =F0=9F=91=BB |  Baby Shark Babysits on Halloween and more | Pinkfong Story for Kids~3,273,436~1 year ago 59 minutes~https://www.youtube.com/watch?v=3Duyo9put_YGA
Baby Shark=E2=80=99s Halloween Freeze Dance | Halloween Song | Pinkfong Songs for Kids~6,438,147~1 year ago 3 minutes, 33 seconds~https://www.youtube.com/watch?v=3DlP3eX_0Xfag
Vampire Wedding Will Start Soon! =E2=9D=A4=EF=B8=8F| Halloween Story Time | Pinkfong Stories for Children~428,097~2 years ago 7 minutes, 34 seconds~https://www.youtube.com/watch?v=3DEd0GGxUs0Lc
The Little Tiny Ant =F0=9F=90=9C I Went To The Market! | Farm Animals | Pinkfong Nursery Rhymes for Kids~9,683,637~2 years ago 3 minutes, 23 seconds~https://www.youtube.com/watch?v=3D7usS3I7mwgk
Learn Shapes with Squid=F0=9F=A6=91 &amp; Baby Shark =F0=9F=94=B5=F0=9F=94=BA=E2=97=BE=EF=B8=8F |+Compilation | Pinkfong Shape Songs for Children~2,874,420~2 years ago 22 minutes~https://www.youtube.com/watch?v=3DfM-l3ZVRRJw
Emergency Doctors and more | Job Songs for Kids | We are the Night Heroes | Pinkfong Songs for Kids~7,270,884~2 years ago 2 minutes, 27 seconds~https://www.youtube.com/watch?v=3DjRdYiSxRsrQ
=F0=9F=91=BBPeekaboo! Baby Shark Babysits on Halloween | Halloween Story | Pinkfong Songs for Children~2,371,594~2 years ago 5 minutes, 52 seconds~https://www.youtube.com/watch?v=3DXeT1RR2SRGU
Chumbala Cachumbala and more | +Compilation | Halloween Songs | Pinkfong Songs for Children~6,958,879~2 years ago 59 minutes~https://www.youtube.com/watch?v=3D1PvSxhWZ5mc
Go Away Monster! =F0=9F=8D=AC| Baby Shark Learns Trick or Treat | Halloween Songs | Pinkfong Songs for Children~9,114,555~2 years ago 3 minutes, 27 seconds~https://www.youtube.com/watch?v=3Dv4rUl_3SVfU
Who Lives in the Secret Castle?=F0=9F=8E=83| Halloween Story Time | Pinkfong Stories for Children~377,917~2 years ago 9 minutes, 16 seconds~https://www.youtube.com/watch?v=3DVoOgaBusLiY
[4K] Best Kids Songs | Pinkfong for TV | Sing and Dance at Home! =F0=9F=8F=A0 | Pinkfong Nursery Rhymes~1,294,216~2 years ago 33 minutes~https://www.youtube.com/watch?v=3DYdfp8D5dbXw
Baby Shark=E2=80=99s Big Show! | Episodic | Catch it All Week at 12/11c on Nickelodeon~112,599~2 years ago 44 seconds~https://www.youtube.com/watch?v=3DunaS5LS8zX4
Ballerina=E2=9D=A4=EF=B8=8F Ballerino | Job Songs for Kids | Shall We Do Ballet? | Pinkfong Songs for Kids~288,812~2 years ago 2 minutes, 32 seconds~https://www.youtube.com/watch?v=3DDWW3Iu0CHlk
=F0=9F=8D=ADHow to make Lollipop with Clay | Clay Bakery | Pinkfong Clay Time~290,232~2 years ago 3 minutes, 55 seconds~https://www.youtube.com/watch?v=3DyJiH0tWJlDQ
